case,dataset,suite,system,system_name,root_cause_service,fault,fault_description,repetition,inject_time,n_metrics,n_timesteps,time_start,time_end,duration_minutes,normal_timesteps,faulty_timesteps,has_logs,n_logs,has_traces,n_traces,has_root_cause_file
re1ss_catalogue_cpu_2,RE1-SS,RE1,ss,Sock Shop,catalogue,cpu,CPU stress,2,1693106277,58,721,1693105917,1693106637,12.0,360,361,False,0,False,0,False
re1ss_catalogue_cpu_3,RE1-SS,RE1,ss,Sock Shop,catalogue,cpu,CPU stress,3,1693233443,59,721,1693233083,1693233803,12.0,360,361,False,0,False,0,False
re1ss_catalogue_cpu_4,RE1-SS,RE1,ss,Sock Shop,catalogue,cpu,CPU stress,4,1693245783,59,721,1693245423,1693246143,12.0,360,361,False,0,False,0,False
re1ss_catalogue_cpu_5,RE1-SS,RE1,ss,Sock Shop,catalogue,cpu,CPU stress,5,1693108942,58,721,1693108582,1693109302,12.0,360,361,False,0,False,0,False
re1ss_catalogue_delay_1,RE1-SS,RE1,ss,Sock Shop,catalogue,delay,network delay,1,1693185956,59,721,1693185596,1693186316,12.0,360,361,False,0,False,0,False
re1ss_catalogue_delay_2,RE1-SS,RE1,ss,Sock Shop,catalogue,delay,network delay,2,1693186729,59,721,1693186369,1693187089,12.0,360,361,False,0,False,0,False
re1ss_catalogue_delay_3,RE1-SS,RE1,ss,Sock Shop,catalogue,delay,network delay,3,1693187864,59,721,1693187504,1693188224,12.0,360,361,False,0,False,0,False
re1ss_catalogue_delay_4,RE1-SS,RE1,ss,Sock Shop,catalogue,delay,network delay,4,1693188635,59,721,1693188275,1693188995,12.0,360,361,False,0,False,0,False
re1ss_catalogue_delay_5,RE1-SS,RE1,ss,Sock Shop,catalogue,delay,network delay,5,1693189762,58,721,1693189402,1693190122,12.0,360,361,False,0,False,0,False
re1ss_catalogue_disk_1,RE1-SS,RE1,ss,Sock Shop,catalogue,disk,disk I/O stress,1,1702361866,57,721,1702361506,1702362226,12.0,360,361,False,0,False,0,False
re1ss_catalogue_disk_2,RE1-SS,RE1,ss,Sock Shop,catalogue,disk,disk I/O stress,2,1702368015,57,721,1702367655,1702368375,12.0,360,361,False,0,False,0,False
re1ss_catalogue_disk_3,RE1-SS,RE1,ss,Sock Shop,catalogue,disk,disk I/O stress,3,1702368793,57,647,1702368433,1702369079,10.8,360,287,False,0,False,0,False
re1ss_catalogue_disk_4,RE1-SS,RE1,ss,Sock Shop,catalogue,disk,disk I/O stress,4,1702373240,63,721,1702372880,1702373600,12.0,360,361,False,0,False,0,False
re1ss_catalogue_disk_5,RE1-SS,RE1,ss,Sock Shop,catalogue,disk,disk I/O stress,5,1702374025,60,721,1702373665,1702374385,12.0,360,361,False,0,False,0,False
re1ss_catalogue_loss_1,RE1-SS,RE1,ss,Sock Shop,catalogue,loss,network packet loss,1,1693075194,60,721,1693074834,1693075554,12.0,360,361,False,0,False,0,False
re1ss_catalogue_loss_2,RE1-SS,RE1,ss,Sock Shop,catalogue,loss,network packet loss,2,1693117681,60,721,1693117321,1693118041,12.0,360,361,False,0,False,0,False
re1ss_catalogue_loss_3,RE1-SS,RE1,ss,Sock Shop,catalogue,loss,network packet loss,3,1693118452,60,721,1693118092,1693118812,12.0,360,361,False,0,False,0,False
re1ss_catalogue_loss_4,RE1-SS,RE1,ss,Sock Shop,catalogue,loss,network packet loss,4,1693119590,59,721,1693119230,1693119950,12.0,360,361,False,0,False,0,False
re1ss_catalogue_loss_5,RE1-SS,RE1,ss,Sock Shop,catalogue,loss,network packet loss,5,1693120362,60,721,1693120002,1693120722,12.0,360,361,False,0,False,0,False
re1ss_catalogue_mem_1,RE1-SS,RE1,ss,Sock Shop,catalogue,mem,memory stress,1,1693074418,60,721,1693074058,1693074778,12.0,360,361,False,0,False,0,False
re1ss_catalogue_mem_2,RE1-SS,RE1,ss,Sock Shop,catalogue,mem,memory stress,2,1693113880,60,721,1693113520,1693114240,12.0,360,361,False,0,False,0,False
re1ss_catalogue_mem_3,RE1-SS,RE1,ss,Sock Shop,catalogue,mem,memory stress,3,1693114650,60,721,1693114290,1693115010,12.0,360,361,False,0,False,0,False
re1ss_catalogue_mem_4,RE1-SS,RE1,ss,Sock Shop,catalogue,mem,memory stress,4,1693115774,59,721,1693115414,1693116134,12.0,360,361,False,0,False,0,False
re1ss_catalogue_mem_5,RE1-SS,RE1,ss,Sock Shop,catalogue,mem,memory stress,5,1693116544,59,721,1693116184,1693116904,12.0,360,361,False,0,False,0,False
re1ss_orders_cpu_1,RE1-SS,RE1,ss,Sock Shop,orders,cpu,CPU stress,1,1693076327,59,721,1693075967,1693076687,12.0,360,361,False,0,False,0,False
re1ss_orders_cpu_2,RE1-SS,RE1,ss,Sock Shop,orders,cpu,CPU stress,2,1693121491,58,721,1693121131,1693121851,12.0,360,361,False,0,False,0,False
re1ss_orders_cpu_3,RE1-SS,RE1,ss,Sock Shop,orders,cpu,CPU stress,3,1693122260,58,721,1693121900,1693122620,12.0,360,361,False,0,False,0,False
re1ss_orders_cpu_4,RE1-SS,RE1,ss,Sock Shop,orders,cpu,CPU stress,4,1693123383,60,721,1693123023,1693123743,12.0,360,361,False,0,False,0,False
re1ss_orders_cpu_5,RE1-SS,RE1,ss,Sock Shop,orders,cpu,CPU stress,5,1693124153,60,721,1693123793,1693124513,12.0,360,361,False,0,False,0,False
re1ss_orders_delay_1,RE1-SS,RE1,ss,Sock Shop,orders,delay,network delay,1,1693077099,59,721,1693076739,1693077459,12.0,360,361,False,0,False,0,False
re1ss_orders_delay_2,RE1-SS,RE1,ss,Sock Shop,orders,delay,network delay,2,1693125279,59,721,1693124919,1693125639,12.0,360,361,False,0,False,0,False
re1ss_orders_delay_3,RE1-SS,RE1,ss,Sock Shop,orders,delay,network delay,3,1693126050,59,721,1693125690,1693126410,12.0,360,361,False,0,False,0,False
re1ss_orders_delay_4,RE1-SS,RE1,ss,Sock Shop,orders,delay,network delay,4,1693127177,59,721,1693126817,1693127537,12.0,360,361,False,0,False,0,False
re1ss_orders_delay_5,RE1-SS,RE1,ss,Sock Shop,orders,delay,network delay,5,1693127948,59,721,1693127588,1693128308,12.0,360,361,False,0,False,0,False
re1ss_orders_disk_1,RE1-SS,RE1,ss,Sock Shop,orders,disk,disk I/O stress,1,1702362641,57,721,1702362281,1702363001,12.0,360,361,False,0,False,0,False
re1ss_orders_disk_2,RE1-SS,RE1,ss,Sock Shop,orders,disk,disk I/O stress,2,1702374820,60,721,1702374460,1702375180,12.0,360,361,False,0,False,0,False
re1ss_orders_disk_3,RE1-SS,RE1,ss,Sock Shop,orders,disk,disk I/O stress,3,1702375600,60,721,1702375240,1702375960,12.0,360,361,False,0,False,0,False
re1ss_orders_disk_4,RE1-SS,RE1,ss,Sock Shop,orders,disk,disk I/O stress,4,1702376381,60,721,1702376021,1702376741,12.0,360,361,False,0,False,0,False
re1ss_orders_disk_5,RE1-SS,RE1,ss,Sock Shop,orders,disk,disk I/O stress,5,1702377162,60,721,1702376802,1702377522,12.0,360,361,False,0,False,0,False
re1ss_orders_loss_1,RE1-SS,RE1,ss,Sock Shop,orders,loss,network packet loss,1,1693234977,60,721,1693234617,1693235337,12.0,360,361,False,0,False,0,False
re1ss_orders_loss_2,RE1-SS,RE1,ss,Sock Shop,orders,loss,network packet loss,2,1693235745,60,721,1693235385,1693236105,12.0,360,361,False,0,False,0,False
re1ss_orders_loss_3,RE1-SS,RE1,ss,Sock Shop,orders,loss,network packet loss,3,1693236872,59,721,1693236512,1693237232,12.0,360,361,False,0,False,0,False
re1ss_orders_loss_4,RE1-SS,RE1,ss,Sock Shop,orders,loss,network packet loss,4,1693195463,59,721,1693195103,1693195823,12.0,360,361,False,0,False,0,False
re1ss_orders_loss_5,RE1-SS,RE1,ss,Sock Shop,orders,loss,network packet loss,5,1693196234,59,721,1693195874,1693196594,12.0,360,361,False,0,False,0,False
re1ss_orders_mem_1,RE1-SS,RE1,ss,Sock Shop,orders,mem,memory stress,1,1693078243,59,721,1693077883,1693078603,12.0,360,361,False,0,False,0,False
re1ss_orders_mem_2,RE1-SS,RE1,ss,Sock Shop,orders,mem,memory stress,2,1693129071,59,721,1693128711,1693129431,12.0,360,361,False,0,False,0,False
re1ss_orders_mem_3,RE1-SS,RE1,ss,Sock Shop,orders,mem,memory stress,3,1693190534,58,721,1693190174,1693190894,12.0,360,361,False,0,False,0,False
re1ss_orders_mem_4,RE1-SS,RE1,ss,Sock Shop,orders,mem,memory stress,4,1693130964,59,721,1693130604,1693131324,12.0,360,361,False,0,False,0,False
re1ss_orders_mem_5,RE1-SS,RE1,ss,Sock Shop,orders,mem,memory stress,5,1693191662,59,721,1693191302,1693192022,12.0,360,361,False,0,False,0,False
re1ss_payment_cpu_1,RE1-SS,RE1,ss,Sock Shop,payment,cpu,CPU stress,1,1693080164,59,721,1693079804,1693080524,12.0,360,361,False,0,False,0,False
re1ss_payment_cpu_2,RE1-SS,RE1,ss,Sock Shop,payment,cpu,CPU stress,2,1693136665,58,721,1693136305,1693137025,12.0,360,361,False,0,False,0,False
re1ss_payment_cpu_3,RE1-SS,RE1,ss,Sock Shop,payment,cpu,CPU stress,3,1693137435,58,721,1693137075,1693137795,12.0,360,361,False,0,False,0,False
re1ss_payment_cpu_4,RE1-SS,RE1,ss,Sock Shop,payment,cpu,CPU stress,4,1693138560,58,721,1693138200,1693138920,12.0,360,361,False,0,False,0,False
re1ss_payment_cpu_5,RE1-SS,RE1,ss,Sock Shop,payment,cpu,CPU stress,5,1693139328,58,721,1693138968,1693139688,12.0,360,361,False,0,False,0,False
re1ss_payment_delay_1,RE1-SS,RE1,ss,Sock Shop,payment,delay,network delay,1,1693197360,59,721,1693197000,1693197720,12.0,360,361,False,0,False,0,False
re1ss_payment_delay_2,RE1-SS,RE1,ss,Sock Shop,payment,delay,network delay,2,1693140464,58,721,1693140104,1693140824,12.0,360,361,False,0,False,0,False
re1ss_payment_delay_3,RE1-SS,RE1,ss,Sock Shop,payment,delay,network delay,3,1693141235,58,721,1693140875,1693141595,12.0,360,361,False,0,False,0,False
re1ss_payment_delay_4,RE1-SS,RE1,ss,Sock Shop,payment,delay,network delay,4,1693142362,59,721,1693142002,1693142722,12.0,360,361,False,0,False,0,False
re1ss_payment_delay_5,RE1-SS,RE1,ss,Sock Shop,payment,delay,network delay,5,1693143134,59,721,1693142774,1693143494,12.0,360,361,False,0,False,0,False
re1ss_payment_disk_1,RE1-SS,RE1,ss,Sock Shop,payment,disk,disk I/O stress,1,1702363415,57,721,1702363055,1702363775,12.0,360,361,False,0,False,0,False
re1ss_payment_disk_2,RE1-SS,RE1,ss,Sock Shop,payment,disk,disk I/O stress,2,1702377943,60,721,1702377583,1702378303,12.0,360,361,False,0,False,0,False
re1ss_payment_disk_3,RE1-SS,RE1,ss,Sock Shop,payment,disk,disk I/O stress,3,1702378722,60,721,1702378362,1702379082,12.0,360,361,False,0,False,0,False
re1ss_payment_disk_4,RE1-SS,RE1,ss,Sock Shop,payment,disk,disk I/O stress,4,1702379502,60,721,1702379142,1702379862,12.0,360,361,False,0,False,0,False
re1ss_payment_disk_5,RE1-SS,RE1,ss,Sock Shop,payment,disk,disk I/O stress,5,1702380282,60,721,1702379922,1702380642,12.0,360,361,False,0,False,0,False
re1ss_payment_loss_1,RE1-SS,RE1,ss,Sock Shop,payment,loss,network packet loss,1,1693218591,58,721,1693218231,1693218951,12.0,360,361,False,0,False,0,False
re1ss_payment_loss_2,RE1-SS,RE1,ss,Sock Shop,payment,loss,network packet loss,2,1693219364,58,721,1693219004,1693219724,12.0,360,361,False,0,False,0,False
re1ss_payment_loss_3,RE1-SS,RE1,ss,Sock Shop,payment,loss,network packet loss,3,1693230419,58,721,1693230059,1693230779,12.0,360,361,False,0,False,0,False
re1ss_payment_loss_4,RE1-SS,RE1,ss,Sock Shop,payment,loss,network packet loss,4,1693216997,58,721,1693216637,1693217357,12.0,360,361,False,0,False,0,False
re1ss_payment_loss_5,RE1-SS,RE1,ss,Sock Shop,payment,loss,network packet loss,5,1693217771,58,721,1693217411,1693218131,12.0,360,361,False,0,False,0,False
re1ss_payment_mem_1,RE1-SS,RE1,ss,Sock Shop,payment,mem,memory stress,1,1693237641,60,721,1693237281,1693238001,12.0,360,361,False,0,False,0,False
re1ss_payment_mem_2,RE1-SS,RE1,ss,Sock Shop,payment,mem,memory stress,2,1693144273,59,721,1693143913,1693144633,12.0,360,361,False,0,False,0,False
re1ss_payment_mem_3,RE1-SS,RE1,ss,Sock Shop,payment,mem,memory stress,3,1693145042,60,721,1693144682,1693145402,12.0,360,361,False,0,False,0,False
re1ss_payment_mem_4,RE1-SS,RE1,ss,Sock Shop,payment,mem,memory stress,4,1693146166,59,721,1693145806,1693146526,12.0,360,361,False,0,False,0,False
re1ss_payment_mem_5,RE1-SS,RE1,ss,Sock Shop,payment,mem,memory stress,5,1693146938,59,721,1693146578,1693147298,12.0,360,361,False,0,False,0,False
re1ss_user_cpu_1,RE1-SS,RE1,ss,Sock Shop,user,cpu,CPU stress,1,1693203092,59,721,1693202732,1693203452,12.0,360,361,False,0,False,0,False
re1ss_user_cpu_2,RE1-SS,RE1,ss,Sock Shop,user,cpu,CPU stress,2,1693151877,59,721,1693151517,1693152237,12.0,360,361,False,0,False,0,False
re1ss_user_cpu_3,RE1-SS,RE1,ss,Sock Shop,user,cpu,CPU stress,3,1693152648,59,721,1693152288,1693153008,12.0,360,361,False,0,False,0,False
re1ss_user_cpu_4,RE1-SS,RE1,ss,Sock Shop,user,cpu,CPU stress,4,1693203865,59,721,1693203505,1693204225,12.0,360,361,False,0,False,0,False
re1ss_user_cpu_5,RE1-SS,RE1,ss,Sock Shop,user,cpu,CPU stress,5,1693204988,60,721,1693204628,1693205348,12.0,360,361,False,0,False,0,False
re1ss_user_delay_1,RE1-SS,RE1,ss,Sock Shop,user,delay,network delay,1,1693084552,59,721,1693084192,1693084912,12.0,360,361,False,0,False,0,False
re1ss_user_delay_2,RE1-SS,RE1,ss,Sock Shop,user,delay,network delay,2,1693155676,58,721,1693155316,1693156036,12.0,360,361,False,0,False,0,False
re1ss_user_delay_3,RE1-SS,RE1,ss,Sock Shop,user,delay,network delay,3,1693156446,58,721,1693156086,1693156806,12.0,360,361,False,0,False,0,False
re1ss_user_delay_4,RE1-SS,RE1,ss,Sock Shop,user,delay,network delay,4,1693157582,59,721,1693157222,1693157942,12.0,360,361,False,0,False,0,False
re1ss_user_delay_5,RE1-SS,RE1,ss,Sock Shop,user,delay,network delay,5,1693158353,59,721,1693157993,1693158713,12.0,360,361,False,0,False,0,False
re1ss_user_disk_1,RE1-SS,RE1,ss,Sock Shop,user,disk,disk I/O stress,1,1702381073,60,721,1702380713,1702381433,12.0,360,361,False,0,False,0,False
re1ss_user_disk_2,RE1-SS,RE1,ss,Sock Shop,user,disk,disk I/O stress,2,1702381868,60,721,1702381508,1702382228,12.0,360,361,False,0,False,0,False
re1ss_user_disk_3,RE1-SS,RE1,ss,Sock Shop,user,disk,disk I/O stress,3,1702382657,60,721,1702382297,1702383017,12.0,360,361,False,0,False,0,False
re1ss_user_disk_4,RE1-SS,RE1,ss,Sock Shop,user,disk,disk I/O stress,4,1702383441,60,721,1702383081,1702383801,12.0,360,361,False,0,False,0,False
re1ss_user_disk_5,RE1-SS,RE1,ss,Sock Shop,user,disk,disk I/O stress,5,1702384224,60,721,1702383864,1702384584,12.0,360,361,False,0,False,0,False
re1ss_user_loss_1,RE1-SS,RE1,ss,Sock Shop,user,loss,network packet loss,1,1693220991,60,721,1693220631,1693221351,12.0,360,361,False,0,False,0,False
re1ss_user_loss_2,RE1-SS,RE1,ss,Sock Shop,user,loss,network packet loss,2,1693162498,58,721,1693162138,1693162858,12.0,360,361,False,0,False,0,False
re1ss_user_loss_3,RE1-SS,RE1,ss,Sock Shop,user,loss,network packet loss,3,1693254468,59,721,1693254108,1693254828,12.0,360,361,False,0,False,0,False
re1ss_user_loss_4,RE1-SS,RE1,ss,Sock Shop,user,loss,network packet loss,4,1693164412,60,721,1693164052,1693164772,12.0,360,361,False,0,False,0,False
re1ss_user_loss_5,RE1-SS,RE1,ss,Sock Shop,user,loss,network packet loss,5,1693221764,60,721,1693221404,1693222124,12.0,360,361,False,0,False,0,False
re1ss_user_mem_1,RE1-SS,RE1,ss,Sock Shop,user,mem,memory stress,1,1693085687,60,607,1693085327,1693085933,10.1,360,247,False,0,False,0,False
re1ss_user_mem_2,RE1-SS,RE1,ss,Sock Shop,user,mem,memory stress,2,1693205758,60,721,1693205398,1693206118,12.0,360,361,False,0,False,0,False
re1ss_user_mem_3,RE1-SS,RE1,ss,Sock Shop,user,mem,memory stress,3,1693252926,59,721,1693252566,1693253286,12.0,360,361,False,0,False,0,False
re1ss_user_mem_4,RE1-SS,RE1,ss,Sock Shop,user,mem,memory stress,4,1693253697,59,721,1693253337,1693254057,12.0,360,361,False,0,False,0,False
re1ss_user_mem_5,RE1-SS,RE1,ss,Sock Shop,user,mem,memory stress,5,1693161358,60,721,1693160998,1693161718,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_cpu_1,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,cpu,CPU stress,1,1693187418,220,961,1693186938,1693187898,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_cpu_2,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,cpu,CPU stress,2,1693224546,218,961,1693224066,1693225026,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_cpu_3,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,cpu,CPU stress,3,1693249569,217,961,1693249089,1693250049,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_cpu_4,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,cpu,CPU stress,4,1693276559,200,961,1693276079,1693277039,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_cpu_5,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,cpu,CPU stress,5,1693301441,199,961,1693300961,1693301921,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_delay_1,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,delay,network delay,1,1693188600,220,961,1693188120,1693189080,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_delay_2,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,delay,network delay,2,1693258609,218,961,1693258129,1693259089,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_delay_3,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,delay,network delay,3,1693250786,217,961,1693250306,1693251266,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_delay_4,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,delay,network delay,4,1693277764,201,961,1693277284,1693278244,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_delay_5,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,delay,network delay,5,1693302638,199,961,1693302158,1693303118,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_disk_1,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,disk,disk I/O stress,1,1702385143,228,721,1702384783,1702385503,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_disk_2,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,disk,disk I/O stress,2,1702386107,228,721,1702385747,1702386467,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_disk_3,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,disk,disk I/O stress,3,1702387087,228,721,1702386727,1702387447,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_disk_4,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,disk,disk I/O stress,4,1702388055,228,721,1702387695,1702388415,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_disk_5,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,disk,disk I/O stress,5,1702389049,231,721,1702388689,1702389409,12.0,360,361,False,0,False,0,False
re1tt_ts-auth-service_loss_1,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,loss,network packet loss,1,1693190986,225,961,1693190506,1693191466,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_loss_2,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,loss,network packet loss,2,1693228865,216,961,1693228385,1693229345,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_loss_3,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,loss,network packet loss,3,1693253642,215,961,1693253162,1693254122,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_loss_4,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,loss,network packet loss,4,1693280226,201,961,1693279746,1693280706,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_loss_5,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,loss,network packet loss,5,1693305073,200,961,1693304593,1693305553,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_mem_1,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,mem,memory stress,1,1693189794,222,961,1693189314,1693190274,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_mem_2,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,mem,memory stress,2,1693335756,199,961,1693335276,1693336236,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_mem_3,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,mem,memory stress,3,1693251996,218,961,1693251516,1693252476,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_mem_4,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,mem,memory stress,4,1693346524,199,961,1693346044,1693347004,16.0,480,481,False,0,False,0,False
re1tt_ts-auth-service_mem_5,RE1-TT,RE1,tt,Train Ticket,ts-auth-service,mem,memory stress,5,1693350515,198,961,1693350035,1693350995,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_cpu_1,RE1-TT,RE1,tt,Train Ticket,ts-order-service,cpu,CPU stress,1,1693207365,219,961,1693206885,1693207845,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_cpu_2,RE1-TT,RE1,tt,Train Ticket,ts-order-service,cpu,CPU stress,2,1693244807,215,961,1693244327,1693245287,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_cpu_3,RE1-TT,RE1,tt,Train Ticket,ts-order-service,cpu,CPU stress,3,1693271487,201,961,1693271007,1693271967,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_cpu_4,RE1-TT,RE1,tt,Train Ticket,ts-order-service,cpu,CPU stress,4,1693296215,200,961,1693295735,1693296695,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_cpu_5,RE1-TT,RE1,tt,Train Ticket,ts-order-service,cpu,CPU stress,5,1693320905,201,961,1693320425,1693321385,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_delay_1,RE1-TT,RE1,tt,Train Ticket,ts-order-service,delay,network delay,1,1693208604,219,961,1693208124,1693209084,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_delay_2,RE1-TT,RE1,tt,Train Ticket,ts-order-service,delay,network delay,2,1693246021,215,961,1693245541,1693246501,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_delay_3,RE1-TT,RE1,tt,Train Ticket,ts-order-service,delay,network delay,3,1693272698,201,961,1693272218,1693273178,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_delay_4,RE1-TT,RE1,tt,Train Ticket,ts-order-service,delay,network delay,4,1693297416,200,961,1693296936,1693297896,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_delay_5,RE1-TT,RE1,tt,Train Ticket,ts-order-service,delay,network delay,5,1693322106,201,961,1693321626,1693322586,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_disk_1,RE1-TT,RE1,tt,Train Ticket,ts-order-service,disk,disk I/O stress,1,1702390019,232,721,1702389659,1702390379,12.0,360,361,False,0,False,0,False
re1tt_ts-order-service_disk_2,RE1-TT,RE1,tt,Train Ticket,ts-order-service,disk,disk I/O stress,2,1702391030,233,721,1702390670,1702391390,12.0,360,361,False,0,False,0,False
re1tt_ts-order-service_disk_3,RE1-TT,RE1,tt,Train Ticket,ts-order-service,disk,disk I/O stress,3,1702391992,236,721,1702391632,1702392352,12.0,360,361,False,0,False,0,False
re1tt_ts-order-service_disk_4,RE1-TT,RE1,tt,Train Ticket,ts-order-service,disk,disk I/O stress,4,1702393007,236,721,1702392647,1702393367,12.0,360,361,False,0,False,0,False
re1tt_ts-order-service_disk_5,RE1-TT,RE1,tt,Train Ticket,ts-order-service,disk,disk I/O stress,5,1702393981,236,721,1702393621,1702394341,12.0,360,361,False,0,False,0,False
re1tt_ts-order-service_loss_1,RE1-TT,RE1,tt,Train Ticket,ts-order-service,loss,network packet loss,1,1693210567,223,961,1693210087,1693211047,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_loss_2,RE1-TT,RE1,tt,Train Ticket,ts-order-service,loss,network packet loss,2,1693248352,217,961,1693247872,1693248832,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_loss_3,RE1-TT,RE1,tt,Train Ticket,ts-order-service,loss,network packet loss,3,1693275356,200,961,1693274876,1693275836,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_loss_4,RE1-TT,RE1,tt,Train Ticket,ts-order-service,loss,network packet loss,4,1693300241,199,961,1693299761,1693300721,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_loss_5,RE1-TT,RE1,tt,Train Ticket,ts-order-service,loss,network packet loss,5,1693324928,200,961,1693324448,1693325408,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_mem_1,RE1-TT,RE1,tt,Train Ticket,ts-order-service,mem,memory stress,1,1693334559,199,961,1693334079,1693335039,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_mem_2,RE1-TT,RE1,tt,Train Ticket,ts-order-service,mem,memory stress,2,1693342975,199,961,1693342495,1693343455,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_mem_3,RE1-TT,RE1,tt,Train Ticket,ts-order-service,mem,memory stress,3,1693274337,200,848,1693273857,1693274704,14.1,480,368,False,0,False,0,False
re1tt_ts-order-service_mem_4,RE1-TT,RE1,tt,Train Ticket,ts-order-service,mem,memory stress,4,1693299035,198,961,1693298555,1693299515,16.0,480,481,False,0,False,0,False
re1tt_ts-order-service_mem_5,RE1-TT,RE1,tt,Train Ticket,ts-order-service,mem,memory stress,5,1693323725,199,961,1693323245,1693324205,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_cpu_1,RE1-TT,RE1,tt,Train Ticket,ts-route-service,cpu,CPU stress,1,1693192598,220,961,1693192118,1693193078,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_cpu_2,RE1-TT,RE1,tt,Train Ticket,ts-route-service,cpu,CPU stress,2,1693230051,216,961,1693229571,1693230531,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_cpu_3,RE1-TT,RE1,tt,Train Ticket,ts-route-service,cpu,CPU stress,3,1693254864,215,961,1693254384,1693255344,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_cpu_4,RE1-TT,RE1,tt,Train Ticket,ts-route-service,cpu,CPU stress,4,1693281425,201,961,1693280945,1693281905,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_cpu_5,RE1-TT,RE1,tt,Train Ticket,ts-route-service,cpu,CPU stress,5,1693306275,200,961,1693305795,1693306755,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_delay_1,RE1-TT,RE1,tt,Train Ticket,ts-route-service,delay,network delay,1,1693193865,220,961,1693193385,1693194345,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_delay_2,RE1-TT,RE1,tt,Train Ticket,ts-route-service,delay,network delay,2,1693231236,216,961,1693230756,1693231716,16.0,480,481,False,0,False,0,False
